name,temp,humidity,precip,precipcover,windgust,solarradiation,solarenergy,uvindex,O3,SO2
pathumthani,26.8,78.2,2.893,20.83,27.0,79.6,6.9,3,2.0,1.0
pathumthani,27.8,70.3,0.0,0.0,25.2,122.8,10.6,5,23.0,1.0
pathumthani,28.0,68.3,0.0,0.0,22.3,101.2,8.8,5,26.0,1.0
pathumthani,28.5,65.3,0.0,0.0,17.580000000000002,126.8,11.2,6,12.0,1.0
pathumthani,28.1,70.6,0.0,0.0,18.0,98.6,8.5,6,11.0,1.894736842105263
pathumthani,27.0,82.2,22.102,12.5,60.43333333333334,80.3,6.8,5,14.0,1.0
pathumthani,28.3,78.5,0.0,0.0,23.8,98.6,8.5,5,19.0,1.0
pathumthani,29.3,73.1,0.0,0.0,31.0,135.3,11.6,6,20.0,2.0
pathumthani,30.0,61.3,0.0,0.0,31.7,153.0,13.3,7,16.0,1.0
pathumthani,28.9,70.4,0.0,0.0,34.6,139.3,11.9,6,14.0,2.0
pathumthani,28.8,73.6,0.0,0.0,33.1,126.7,11.0,5,16.0,1.0
pathumthani,29.1,71.8,0.0,0.0,28.4,109.5,9.4,5,17.0,1.0
pathumthani,28.7,73.5,0.835,8.33,24.5,125.1,10.9,7,17.0,1.0
pathumthani,28.4,75.8,6.238,8.33,30.51851851851852,131.3,11.2,6,18.0,1.0
pathumthani,27.9,68.8,0.0,0.0,22.7,128.2,11.0,5,25.0,1.0
pathumthani,28.0,57.7,0.0,0.0,29.747872340425534,151.5,13.1,6,31.0,1.0
pathumthani,29.2,60.2,0.0,0.0,18.533333333333335,198.9,17.0,7,36.0,1.0
pathumthani,29.7,65.9,0.0,0.0,23.4,119.9,10.4,6,11.0,1.0
pathumthani,28.4,78.9,32.582,4.17,26.6,72.6,6.5,4,2.0,1.0
pathumthani,27.9,83.8,11.434,16.67,25.6,84.9,7.4,4,3.0,1.0
pathumthani,28.0,79.7,0.069,4.17,22.3,86.7,7.5,3,3.0,1.0
pathumthani,27.6,84.6,0.992,16.67,48.2,79.4,6.7,3,4.0,1.0
pathumthani,28.1,81.2,0.0,0.0,27.4,100.4,8.6,4,2.0,1.0
pathumthani,27.2,83.3,1.67,12.5,27.0,113.0,9.8,6,3.0,2.25
pathumthani,26.5,84.8,12.715,12.5,20.2,78.0,6.5,3,4.0,1.0
pathumthani,26.5,86.2,0.112,4.17,22.5,82.9,7.2,4,2.0,1.0
pathumthani,26.6,89.9,11.949,25.0,22.3,146.6,12.8,6,1.0,1.0
pathumthani,27.4,83.4,0.278,8.33,25.2,118.4,10.1,6,1.0,1.0
pathumthani,28.7,78.5,1.428,4.17,31.0,151.9,13.2,6,1.0,1.0
pathumthani,29.2,78.8,0.576,4.17,31.7,139.3,12.1,7,2.0,1.0
pathumthani,27.0,85.3,11.037,12.5,32.0,87.2,7.4,5,3.0,2.25
pathumthani,25.6,73.8,0.0,0.0,28.1,131.8,11.4,6,22.0,1.6206896551724137
pathumthani,27.4,64.3,0.0,0.0,25.91578947368421,155.6,13.4,6,24.0,1.28
pathumthani,26.6,54.2,0.0,0.0,28.4,178.9,15.5,7,25.0,1.434782608695652
pathumthani,27.0,50.9,0.0,0.0,24.1,170.6,14.7,7,30.0,1.9090909090909092
pathumthani,27.8,48.5,0.0,0.0,32.4,176.2,15.3,7,31.0,1.0
pathumthani,28.4,49.5,0.0,0.0,42.5,183.6,15.9,7,32.0,1.5
pathumthani,29.6,58.2,0.0,0.0,22.5,174.8,15.1,7,32.0,1.5
pathumthani,30.2,68.2,0.0,0.0,27.7,160.3,14.0,7,27.0,1.0
pathumthani,29.8,72.7,0.0,0.0,19.8,128.4,11.0,5,32.0,1.0
pathumthani,29.4,74.9,0.0,0.0,18.7,121.2,10.4,5,29.0,3.923076923076923
pathumthani,30.5,72.2,0.0,0.0,26.3,144.0,12.3,5,29.0,2.0
pathumthani,30.9,72.7,0.0,0.0,32.0,137.7,12.0,5,22.0,2.0
pathumthani,30.7,72.1,0.0,0.0,37.1,151.5,12.9,5,25.0,1.434782608695652
pathumthani,30.1,74.1,1.116,4.17,57.6,124.6,10.7,5,20.0,1.625
pathumthani,27.8,75.3,1.362,12.5,26.6,114.3,9.6,5,35.0,1.5
pathumthani,29.8,68.8,0.0,0.0,22.78,281.8,24.4,9,29.0,3.923076923076923
pathumthani,30.0,73.7,0.693,4.17,24.5,197.7,17.1,6,34.0,1.0
pathumthani,30.7,71.2,0.0,0.0,20.9,202.0,17.3,7,35.0,1.5
pathumthani,31.3,71.5,0.0,0.0,22.0,305.5,26.3,10,31.0,1.2727272727272727
pathumthani,31.1,73.6,0.0,0.0,24.5,295.3,25.4,9,25.0,1.0
pathumthani,30.9,72.9,0.0,0.0,26.3,282.2,24.3,9,29.0,1.0
pathumthani,30.9,72.8,0.0,0.0,27.7,292.3,25.3,10,19.0,2.0
pathumthani,31.2,70.2,0.0,0.0,29.2,141.0,12.4,5,25.0,2.0
pathumthani,31.0,69.8,0.0,0.0,25.9,233.5,20.2,8,17.0,1.1851851851851851
pathumthani,29.5,75.1,16.518,8.33,31.7,268.3,23.4,8,28.0,1.5263157894736843
pathumthani,29.4,69.5,0.0,0.0,29.9,304.9,26.4,10,14.0,1.25
pathumthani,26.8,88.0,10.57,25.0,29.5,221.7,19.2,6,8.0,3.5185185185185186
pathumthani,27.6,87.3,19.32,16.67,50.0,256.5,22.1,7,10.0,1.0
pathumthani,28.3,83.6,0.181,8.33,25.9,244.0,21.1,9,19.0,1.4482758620689655
pathumthani,27.9,86.9,7.007,4.17,23.0,265.0,22.8,10,7.0,22.541666666666668
pathumthani,27.8,88.6,10.185,8.33,24.8,86.1,7.3,8,7.0,2.0
pathumthani,28.7,86.6,0.0,0.0,29.2,72.8,6.5,3,20.0,2.0
pathumthani,30.8,74.1,4.034,4.17,31.0,150.0,12.9,6,18.0,1.0
pathumthani,31.1,72.3,0.058,4.17,32.4,141.1,12.2,6,22.0,1.0
pathumthani,31.1,74.0,0.127,4.17,25.6,172.5,14.9,8,26.0,2.0
pathumthani,30.1,75.3,5.454,8.33,26.6,149.1,13.0,7,29.0,1.0
pathumthani,30.2,73.1,10.502,8.33,25.91578947368421,184.0,15.9,7,28.0,1.0
pathumthani,31.4,67.3,0.094,4.17,19.1,211.6,18.2,8,18.0,1.8235294117647058
pathumthani,30.6,64.9,0.0,0.0,36.0,209.4,18.1,8,17.0,1.1851851851851851
pathumthani,26.1,65.5,0.0,0.0,29.9,116.6,10.2,8,19.0,1.4482758620689655
pathumthani,22.7,72.9,1.275,4.17,23.4,114.6,9.9,7,30.0,1.0
pathumthani,27.0,58.1,0.0,0.0,22.3,219.2,19.1,8,35.0,1.0
pathumthani,28.9,55.8,0.0,0.0,19.8,137.0,11.7,6,36.0,1.0
pathumthani,31.3,53.8,0.0,0.0,30.6,213.1,18.5,8,22.0,1.0
pathumthani,29.9,56.1,0.0,0.0,30.2,183.8,15.9,10,30.0,1.0
pathumthani,29.4,48.6,0.0,0.0,28.4,181.8,15.7,7,44.0,1.0
pathumthani,30.3,49.7,0.0,0.0,17.284615384615385,161.5,13.8,6,52.0,2.0
pathumthani,30.7,62.1,0.0,0.0,29.5,150.5,13.0,6,33.0,1.0
pathumthani,30.4,73.4,0.139,4.17,29.2,100.4,8.5,5,31.0,1.0
pathumthani,31.1,73.4,0.0,0.0,29.9,91.9,7.8,4,33.0,1.0
pathumthani,31.9,64.3,0.0,0.0,28.8,202.8,17.4,7,25.0,2.0
pathumthani,32.5,61.0,0.0,0.0,31.3,205.7,17.7,7,27.0,1.0
pathumthani,32.6,57.0,0.0,0.0,28.8,210.0,17.9,7,32.0,1.0
pathumthani,32.5,62.6,0.0,0.0,32.0,185.7,16.1,7,20.0,1.0
pathumthani,30.2,73.7,0.384,4.17,44.6,112.2,9.6,6,21.0,1.0
pathumthani,27.8,85.0,43.061,8.33,18.4,102.7,8.9,4,20.0,1.0
pathumthani,28.0,81.2,0.037,4.17,18.533333333333335,126.7,11.1,5,27.0,1.0
pathumthani,30.4,69.0,0.0,0.0,23.63823529411765,180.4,15.6,7,22.0,1.0
pathumthani,29.2,78.2,18.526,8.33,50.0,133.1,11.5,8,24.0,2.0
pathumthani,29.5,77.8,5.551,12.5,31.7,193.2,16.6,8,15.0,2.0
pathumthani,30.5,73.8,0.019,4.17,29.9,189.0,16.4,8,16.0,2.0
pathumthani,31.1,71.5,0.038,4.17,29.5,133.1,11.5,6,18.0,2.0
pathumthani,31.5,72.2,0.0,0.0,31.3,206.1,17.8,7,12.0,2.0
pathumthani,30.3,78.2,5.546,4.17,31.7,128.0,11.0,6,23.0,1.0
pathumthani,32.8,65.4,0.0,0.0,34.2,226.1,19.6,9,25.0,1.0
pathumthani,31.9,74.6,11.681,12.5,33.8,183.3,15.6,7,26.0,1.0
pathumthani,28.5,79.0,5.237,8.33,19.1,208.6,17.8,7,25.0,1.0
pathumthani,30.5,72.9,0.0,0.0,25.2,184.9,15.8,8,21.0,1.0
pathumthani,29.1,79.5,8.513,20.83,36.075,149.7,12.9,6,14.0,1.0
pathumthani,26.8,80.0,8.326,8.33,23.8,88.9,7.6,6,18.0,1.0
pathumthani,24.9,72.8,0.0,0.0,20.5,97.2,8.2,5,17.0,1.0
pathumthani,26.0,73.0,0.0,0.0,18.533333333333335,101.2,8.8,4,20.0,1.0
pathumthani,28.9,66.7,0.0,0.0,24.691999999999997,174.3,14.8,6,20.0,1.0
pathumthani,29.4,76.9,12.562,12.5,40.7,174.9,15.1,6,12.0,1.0
pathumthani,27.4,91.5,34.699,8.33,53.6,120.0,10.2,8,11.0,1.0
pathumthani,28.1,87.5,1.469,16.67,29.747872340425534,140.6,12.1,6,13.0,1.0
pathumthani,28.8,87.4,27.864,8.33,76.0,169.9,14.5,8,9.0,1.0
pathumthani,28.1,87.0,29.794,20.83,20.9,107.0,9.4,5,12.0,1.0
pathumthani,28.9,85.4,2.358,8.33,23.8,91.8,8.0,5,15.0,1.0
pathumthani,30.2,76.7,0.0,0.0,22.7,203.7,17.5,8,20.0,1.0
pathumthani,31.1,67.3,0.0,0.0,37.1,215.0,18.4,9,20.0,1.0
pathumthani,31.5,67.9,0.0,0.0,20.2,146.8,12.7,6,16.0,1.0
pathumthani,30.9,77.0,0.254,4.17,29.5,210.5,18.2,10,12.0,1.0
pathumthani,29.8,79.7,1.226,12.5,26.3,190.9,16.5,7,19.0,1.0
pathumthani,28.1,85.2,30.357,20.83,23.8,168.5,14.5,7,15.0,1.0
pathumthani,27.4,90.3,44.611,29.17,31.0,123.2,10.6,5,10.0,2.0
pathumthani,29.2,81.1,1.075,12.5,25.9,154.3,13.4,6,10.0,1.0
pathumthani,30.0,72.7,0.0,0.0,31.3,165.2,14.2,7,12.0,1.0
pathumthani,29.3,73.9,1.013,12.5,49.0,51.7,4.3,2,16.0,1.0
pathumthani,28.4,75.0,1.319,8.33,41.8,111.8,9.5,5,13.0,1.0
pathumthani,30.4,67.2,0.0,0.0,33.5,209.3,17.9,8,14.0,1.0
pathumthani,30.2,67.8,4.853,4.17,29.5,150.0,13.0,6,15.0,1.0
pathumthani,29.9,68.8,8.6,4.17,31.3,225.5,19.5,8,12.0,1.0
pathumthani,30.2,72.1,0.589,8.33,36.0,195.0,16.9,8,11.0,1.0
pathumthani,30.6,64.9,0.0,0.0,35.3,183.3,15.8,7,14.0,1.0
pathumthani,29.8,71.5,3.533,8.33,32.0,209.6,18.1,7,15.0,1.0
pathumthani,30.6,66.6,0.0,0.0,42.5,219.7,19.0,7,18.0,1.0
pathumthani,30.4,66.2,0.021,4.17,28.8,189.1,16.4,8,18.0,1.0
pathumthani,29.7,76.8,29.97,12.5,25.2,203.8,17.6,8,22.0,1.0
pathumthani,30.3,77.0,0.188,8.33,27.4,164.6,14.0,6,19.0,1.0
pathumthani,30.3,76.0,0.0,0.0,28.8,246.6,21.2,9,8.0,2.0
pathumthani,29.3,81.7,14.763,16.67,44.6,75.1,6.5,2,3.0,1.0
pathumthani,29.5,79.9,0.052,4.17,35.3,156.6,13.5,6,14.0,1.0
pathumthani,30.1,72.0,0.019,4.17,31.7,174.8,15.2,8,12.0,1.0
pathumthani,29.2,73.1,4.154,16.67,30.2,216.3,18.8,8,12.0,1.0
pathumthani,29.9,64.4,0.424,4.17,31.0,198.8,17.0,8,10.0,1.0
pathumthani,29.2,67.8,0.633,8.33,21.2,177.8,15.4,7,15.0,1.0
pathumthani,30.0,73.6,0.537,4.17,28.4,175.3,15.1,7,16.0,1.0
pathumthani,29.4,78.1,19.034,8.33,44.6,191.4,16.4,8,12.0,1.0
pathumthani,29.5,76.1,0.006,4.17,29.5,218.1,18.5,7,16.0,1.0
pathumthani,31.0,68.7,0.0,0.0,28.4,193.8,16.7,7,12.0,1.0
pathumthani,30.2,72.7,2.857,16.67,22.7,185.7,16.0,8,10.0,2.0
pathumthani,29.3,82.3,1.807,12.5,27.4,126.1,10.8,7,10.0,1.0
pathumthani,28.9,86.0,15.354,16.67,40.7,165.2,14.1,8,11.0,2.0
pathumthani,29.3,82.5,3.63,12.5,27.7,161.0,13.9,7,16.0,1.0
pathumthani,30.7,75.3,2.787,8.33,34.2,171.9,14.8,8,15.0,1.0
pathumthani,30.8,69.8,0.045,8.33,24.8,209.7,18.3,8,12.0,1.0
pathumthani,31.3,62.0,6.508,8.33,53.6,234.3,20.2,8,13.0,1.0
pathumthani,30.4,65.1,5.314,4.17,24.1,246.3,21.3,8,10.0,1.9230769230769231
pathumthani,29.4,76.9,6.291,8.33,43.9,234.2,20.2,8,14.0,1.0
pathumthani,30.2,70.0,0.31,16.67,33.5,200.4,17.2,8,16.0,1.0
pathumthani,30.3,71.2,0.178,12.5,22.0,187.7,16.1,9,15.0,1.0
pathumthani,29.4,75.0,51.21,16.67,25.2,155.3,13.4,7,15.0,1.0
pathumthani,28.3,83.1,7.219,12.5,28.8,143.5,12.4,7,8.0,1.0
pathumthani,29.3,79.8,0.519,8.33,30.6,163.5,14.0,8,5.0,1.0
pathumthani,28.1,90.0,30.41,12.5,29.2,84.8,7.3,5,13.0,1.0
pathumthani,29.4,80.3,4.552,12.5,24.5,182.1,15.6,6,11.0,1.0
pathumthani,29.7,79.1,8.514,12.5,63.0,235.0,20.4,8,10.0,1.0
pathumthani,30.3,71.5,0.787,12.5,36.7,215.5,18.5,7,9.0,1.0
pathumthani,30.1,70.1,3.951,12.5,27.4,213.1,18.6,7,10.0,1.0
pathumthani,29.3,78.5,8.513,8.33,34.6,187.9,16.1,8,9.0,1.0
pathumthani,29.2,83.5,3.018,8.33,33.8,125.0,10.7,6,11.0,1.0
pathumthani,29.9,73.7,0.768,4.17,31.7,140.8,12.1,6,12.0,1.0
pathumthani,30.0,77.8,1.067,8.33,37.1,120.3,10.5,4,11.0,1.0
pathumthani,30.6,68.4,0.802,8.33,25.6,202.9,17.5,7,12.0,1.0
pathumthani,30.4,68.6,0.0,0.0,26.6,150.4,13.0,5,11.0,1.0
pathumthani,30.1,70.4,7.794,8.33,35.6,188.0,16.2,8,7.0,1.0
pathumthani,28.1,83.5,3.991,25.0,42.5,116.5,10.1,5,8.0,1.0
pathumthani,29.3,69.5,0.095,8.33,40.7,21.9,2.0,1,8.0,1.0
pathumthani,29.0,69.3,0.285,16.67,41.4,125.5,10.8,5,8.0,1.0
pathumthani,27.9,77.3,0.786,12.5,42.5,122.3,10.7,5,6.0,12.0
pathumthani,26.3,84.1,1.529,25.0,50.0,88.2,7.6,3,10.0,1.0
pathumthani,28.4,76.5,7.284,8.33,27.0,182.3,15.8,8,9.0,1.0
pathumthani,29.0,80.4,0.907,8.33,27.7,126.0,10.7,6,15.0,2.0
pathumthani,29.7,77.1,4.03,8.33,23.4,145.8,12.6,6,12.0,1.0
pathumthani,29.8,74.6,2.95,12.5,24.5,203.8,17.4,7,10.0,1.0
pathumthani,30.7,74.3,0.617,12.5,23.4,213.6,18.4,8,10.0,1.0
pathumthani,30.7,67.6,1.116,4.17,61.2,206.7,17.8,8,9.0,1.0
pathumthani,29.2,80.2,13.052,16.67,46.4,167.8,14.5,8,4.0,1.0
pathumthani,26.4,93.3,45.824,25.0,33.8,77.9,6.8,4,8.0,2.0
pathumthani,28.5,83.9,5.844,16.67,42.5,121.9,10.6,6,5.0,1.0
pathumthani,27.6,92.1,5.517,16.67,22.7,73.0,6.3,3,12.0,1.0
pathumthani,28.1,87.3,5.478,16.67,18.7,189.2,16.5,9,12.0,1.0
pathumthani,29.3,78.2,0.202,8.33,18.533333333333335,220.9,19.1,8,22.0,1.0
pathumthani,30.5,76.4,0.796,4.17,18.7,124.5,10.8,4,17.0,1.0
pathumthani,30.0,78.8,7.009,8.33,23.0,159.0,14.0,8,11.0,1.0
pathumthani,28.4,84.7,21.518,20.83,48.2,170.1,14.6,6,19.0,1.0
pathumthani,29.5,84.1,13.587,20.83,25.6,142.3,12.4,7,16.0,2.0
pathumthani,30.6,78.1,0.0,0.0,24.5,189.5,16.4,8,11.0,1.0
pathumthani,29.4,81.5,37.072,12.5,66.6,156.8,13.5,8,4.0,1.0
pathumthani,26.8,96.2,27.523,20.83,46.4,90.2,7.8,5,6.0,2.0
pathumthani,27.1,91.9,17.828,29.17,46.4,138.3,11.9,8,9.0,2.0
pathumthani,28.5,85.8,3.004,20.83,29.5,168.7,14.5,6,11.0,1.0
pathumthani,29.0,78.7,3.335,12.5,38.9,214.2,18.4,8,10.0,1.0
pathumthani,28.2,77.6,2.481,20.83,28.1,128.5,11.1,6,12.0,1.0
pathumthani,29.7,74.3,0.0,0.0,31.3,121.0,10.4,5,8.0,1.0
pathumthani,29.7,69.3,0.013,4.17,30.6,112.2,9.6,5,7.0,1.0
pathumthani,27.6,83.3,20.563,29.17,32.8,103.7,9.2,5,9.0,1.0
pathumthani,28.2,81.0,1.292,20.83,34.6,135.3,11.7,7,10.0,1.0
pathumthani,30.2,66.5,0.1,4.17,37.8,171.3,14.8,7,8.0,1.0
pathumthani,29.0,74.3,1.84,8.33,38.9,144.7,12.6,5,9.0,1.0
pathumthani,28.6,79.3,1.041,16.67,28.4,104.0,8.9,4,11.0,2.0
pathumthani,28.7,79.6,0.063,4.17,24.5,165.0,14.3,8,10.0,1.0
pathumthani,30.2,69.3,0.0,0.0,29.5,235.4,20.4,9,8.0,1.0
pathumthani,29.3,75.8,37.724,8.33,50.0,198.3,17.2,9,8.0,3.5185185185185186
pathumthani,27.8,87.5,10.757,20.83,28.8,158.4,13.6,8,8.0,3.5185185185185186
pathumthani,27.9,84.8,6.327,16.67,27.4,101.5,8.9,6,15.0,2.0
pathumthani,28.8,77.7,3.674,16.67,48.2,195.3,16.8,9,10.0,1.9230769230769231
pathumthani,29.4,76.5,1.59,16.67,33.1,187.5,16.2,7,7.0,22.541666666666668
pathumthani,29.2,74.6,2.844,16.67,39.2,125.8,10.9,5,8.0,1.0
pathumthani,28.4,81.2,4.975,8.33,33.8,121.4,10.5,6,12.0,1.125
pathumthani,29.1,80.1,0.574,8.33,26.3,150.7,13.0,8,19.0,1.0
pathumthani,30.2,67.6,0.019,4.17,27.0,220.1,19.0,8,13.0,2.15625
pathumthani,31.0,73.7,0.044,4.17,25.9,184.0,16.0,8,9.0,3.342857142857143
pathumthani,27.8,85.4,12.969,16.67,50.0,68.6,5.8,3,6.0,12.0
pathumthani,26.6,93.7,29.527,25.0,32.4,76.6,6.6,4,12.0,1.125
pathumthani,28.3,83.5,0.611,12.5,25.9,155.3,13.3,7,18.0,1.8235294117647058
pathumthani,29.8,78.4,0.451,8.33,25.6,200.2,17.2,9,14.0,1.25
pathumthani,28.0,85.8,25.604,12.5,33.427499999999995,145.2,12.6,9,19.0,1.4482758620689655
pathumthani,28.6,82.8,0.0,0.0,23.307894736842105,165.9,14.4,6,13.0,2.15625
pathumthani,27.1,92.5,22.738,8.33,132.5,83.4,7.2,6,19.0,1.4482758620689655
pathumthani,28.1,87.3,6.234,4.17,22.791999999999998,149.4,12.9,8,22.0,1.6206896551724137
pathumthani,29.5,81.1,1.158,8.33,21.2,163.7,14.1,8,16.0,1.4242424242424243
pathumthani,29.1,85.9,1.19,16.67,19.1,128.6,11.2,7,14.0,1.25
pathumthani,28.5,84.9,16.537,20.83,44.6,167.3,14.4,7,7.0,22.541666666666668
pathumthani,27.3,89.5,1.339,16.67,27.0,93.3,8.1,4,13.0,2.15625
pathumthani,28.3,81.2,27.216,12.5,30.6,215.3,18.6,9,11.0,1.894736842105263
pathumthani,27.7,86.9,29.465,25.0,39.2,115.5,10.0,6,11.0,1.894736842105263
pathumthani,25.5,97.8,51.963,29.17,23.4,58.2,5.0,3,10.0,1.9230769230769231
pathumthani,28.5,80.2,0.007,4.17,19.1,189.0,16.2,8,10.0,1.9230769230769231
pathumthani,27.8,84.8,21.557,20.83,27.133333333333336,159.8,13.7,6,12.0,1.125
pathumthani,28.8,80.3,0.07,8.33,23.8,155.2,13.5,6,12.0,1.125
pathumthani,27.6,90.6,5.583,25.0,36.55833333333333,99.9,8.6,4,16.0,1.4242424242424243
pathumthani,27.8,90.7,12.189,12.5,42.5,117.9,10.2,6,13.0,2.15625
pathumthani,28.2,87.2,7.785,25.0,21.6,145.6,12.5,8,8.0,3.5185185185185186
pathumthani,28.9,81.4,18.378,16.67,28.8,163.5,14.4,6,9.0,3.342857142857143
pathumthani,29.8,73.9,0.322,12.5,31.7,177.0,15.4,7,10.0,1.9230769230769231
pathumthani,29.5,75.9,1.796,12.5,23.8,109.3,9.7,5,7.0,22.541666666666668
pathumthani,27.8,86.5,6.001,8.33,31.7,66.4,5.8,3,6.0,12.0
pathumthani,28.8,75.3,1.516,8.33,38.5,191.1,16.5,8,8.0,3.5185185185185186
pathumthani,29.2,68.2,0.617,8.33,29.9,135.3,11.6,6,11.0,1.894736842105263
pathumthani,28.9,73.6,3.512,8.33,29.2,177.8,15.4,7,14.0,1.25
pathumthani,27.7,86.7,34.929,29.17,27.666666666666668,137.9,12.0,7,13.0,2.15625
pathumthani,27.6,87.8,6.935,8.33,18.7,100.0,8.5,5,14.0,1.25
pathumthani,27.5,91.7,7.543,29.17,17.580000000000002,96.3,8.3,5,9.0,3.342857142857143
pathumthani,26.8,97.2,10.708,20.83,22.3,57.0,4.8,2,2.0,1.0
pathumthani,25.5,99.5,11.59,29.17,14.933333333333335,25.6,2.1,1,9.0,3.342857142857143
pathumthani,27.4,86.7,1.617,12.5,23.8,131.1,11.2,6,7.0,22.541666666666668
pathumthani,28.3,78.9,10.279,4.17,27.4,123.0,10.7,6,5.0,4.857142857142857
pathumthani,26.0,98.0,37.505,29.17,33.8,58.5,4.9,3,8.0,3.5185185185185186
pathumthani,28.0,86.5,4.196,4.17,35.3,88.3,7.6,4,12.0,1.125
pathumthani,29.2,81.0,0.277,4.17,24.8,154.8,13.2,8,13.0,2.15625
pathumthani,28.5,82.7,10.631,16.67,18.7,142.3,12.3,6,8.0,3.5185185185185186
pathumthani,26.8,91.4,56.583,12.5,20.5,113.0,9.7,5,9.0,3.342857142857143
pathumthani,27.8,87.2,1.147,20.83,20.2,157.2,13.5,8,6.0,12.0
pathumthani,28.3,87.0,0.733,16.67,26.166666666666668,236.2,20.5,9,12.0,1.125
pathumthani,27.7,90.0,2.657,12.5,46.4,127.8,10.9,6,10.0,1.9230769230769231
pathumthani,27.0,90.9,17.24,16.67,252.0,135.4,11.6,6,4.0,1.0
pathumthani,28.0,82.8,0.0,0.0,28.1,159.0,13.6,7,4.0,1.0
pathumthani,27.6,89.5,7.305,16.67,27.029411764705884,105.7,9.0,6,5.0,4.857142857142857
pathumthani,27.1,88.6,7.892,25.0,46.4,129.3,11.3,6,8.0,3.5185185185185186
pathumthani,27.3,82.5,12.065,16.67,23.0,137.7,12.0,5,11.0,1.894736842105263
pathumthani,28.9,72.1,1.085,4.17,33.5,171.2,14.7,8,12.0,1.125
pathumthani,29.1,65.3,0.0,0.0,21.6,202.8,17.6,7,12.0,1.125
pathumthani,28.9,64.3,0.0,0.0,24.5,177.0,15.3,7,8.0,3.5185185185185186
pathumthani,25.9,72.7,0.0,0.0,49.7,91.5,7.9,4,9.0,3.342857142857143
pathumthani,23.3,78.6,0.0,0.0,36.4,39.3,3.6,2,13.0,2.15625
pathumthani,26.9,70.8,0.0,0.0,27.7,117.2,10.2,6,14.0,1.25
pathumthani,27.7,62.7,0.0,0.0,31.0,189.7,16.5,7,19.0,1.4482758620689655
pathumthani,27.7,60.5,0.0,0.0,28.1,181.8,15.8,7,17.0,1.1851851851851851
pathumthani,27.7,66.9,0.0,0.0,31.7,170.3,14.7,7,11.0,1.894736842105263
pathumthani,27.6,73.4,0.022,4.17,24.186842105263157,70.8,6.2,3,15.0,2.0
pathumthani,28.8,77.2,0.563,8.33,32.804545454545455,142.3,12.3,8,5.0,4.857142857142857
pathumthani,29.0,77.3,18.694,16.67,24.472093023255812,163.2,14.2,7,20.0,1.625
pathumthani,29.8,71.8,1.729,4.17,19.4,151.6,13.1,7,20.0,1.625
pathumthani,30.2,70.0,0.0,0.0,27.0,176.1,15.4,7,13.0,2.15625
pathumthani,29.8,68.4,0.0,0.0,27.7,117.7,10.1,4,8.0,3.5185185185185186
pathumthani,27.8,85.0,21.454,16.67,33.5,94.5,8.3,4,10.0,1.9230769230769231
pathumthani,29.1,74.9,0.041,4.17,25.2,111.5,9.7,4,15.0,2.0
pathumthani,28.7,65.4,0.0,0.0,37.1,242.7,20.8,8,19.0,1.4482758620689655
pathumthani,28.8,62.0,0.0,0.0,32.8,267.6,23.2,9,18.0,1.8235294117647058
pathumthani,28.7,63.4,0.0,0.0,28.8,255.2,22.1,9,18.0,1.8235294117647058
pathumthani,28.0,62.6,0.0,0.0,38.9,214.0,18.5,8,20.0,1.625
pathumthani,27.9,58.2,0.0,0.0,19.1,267.5,23.0,9,20.0,1.0
pathumthani,27.6,56.7,0.0,0.0,24.186842105263157,268.3,23.2,9,16.0,1.4242424242424243
pathumthani,27.3,51.7,0.0,0.0,38.9,270.9,23.2,9,19.0,1.0
pathumthani,27.4,61.1,0.0,0.0,19.4,225.7,19.5,9,17.0,1.1851851851851851
pathumthani,27.9,69.6,0.0,0.0,25.2,224.5,19.4,9,19.0,1.0
pathumthani,28.7,65.3,0.0,0.0,21.2,253.3,21.8,9,19.0,1.4482758620689655
pathumthani,28.4,62.2,0.0,0.0,28.4,244.4,21.2,9,19.0,1.4482758620689655
pathumthani,28.1,56.7,0.0,0.0,27.0,228.5,19.7,8,18.0,1.0
pathumthani,28.5,61.0,0.0,0.0,32.0,232.5,19.9,9,15.0,2.0
pathumthani,29.4,63.7,0.0,0.0,33.1,219.1,19.0,8,16.0,1.0
pathumthani,30.0,65.3,0.0,0.0,29.9,230.9,19.9,8,17.0,1.1851851851851851
pathumthani,29.7,67.2,0.968,4.17,25.6,241.7,21.0,9,10.0,1.9230769230769231
pathumthani,27.7,87.5,17.321,20.83,35.3,189.4,16.3,8,11.0,1.894736842105263
pathumthani,28.6,80.4,1.232,4.17,21.6,232.2,20.0,8,7.0,22.541666666666668
pathumthani,28.6,76.7,0.137,8.33,23.307894736842105,225.4,19.4,8,12.0,1.125
pathumthani,29.0,75.0,0.153,12.5,29.39090909090909,145.3,12.4,7,12.0,1.125
pathumthani,27.5,88.5,10.037,8.33,22.7,185.0,16.0,8,15.0,2.0
pathumthani,28.5,84.8,4.616,8.33,22.3,118.9,10.2,6,10.0,1.9230769230769231
pathumthani,28.3,73.7,0.179,8.33,30.2,87.5,7.6,4,11.0,1.894736842105263
pathumthani,29.2,70.0,0.011,4.17,36.7,117.1,9.9,6,15.0,1.0
pathumthani,30.3,69.3,0.0,0.0,21.6,123.3,10.8,6,12.0,1.125
pathumthani,29.0,76.5,21.073,8.33,33.5,85.5,7.5,4,8.0,3.5185185185185186
